LMcMc -> 1
LMcP -> 9/2
LMcPT -> 1
LMnMc -> 7/8
LMnP -> 105/128
LPMn -> 1/2
thetaMcMc -> 11/4
thetaMcP -> 1
thetaMcPT -> 3/2
thetaMnMc -> 3
thetaPMn -> 203/256
UMcMc -> 2
UMcP -> 13/2
UMcPT -> 2
UMnMc -> 1
UMnP -> 7/8
UPMn -> 2
