LMcMc -> 1
LMcP -> 5/2
LMcPT -> 1/2
LMnMc -> 7/16
LMnP -> 7/8
LPMn -> 1/2
thetaMcMc -> 7/4
thetaMcP -> 3/2
thetaMcPT -> 5/2
thetaMnMc -> 2
thetaPMn -> 77/128
UMcMc -> 2
UMcP -> 7/2
UMcPT -> 1
UMnMc -> 7/8
UMnP -> 1
UPMn -> 7/2
