LMcMc,LMcP,LMcPT,LMnMc,LMnP,LPMn,thetaMcMc,thetaMcP,thetaMcPT,thetaPMn,UMcMc,UMcP,UMcPT,UMnMc,UMnP,UPMn,16,Node,ICs,Orbit
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 2,Bottom,"[1.6510518121025486, 0.8627439947651667, 1.9721427154527134]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 2,Bottom,"[2.8695165798568474, 1.183036643112097, 2.110886973443802]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.636931604410454, 0.8545625915935552, 2.3444218515250483]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.2669120820529125, 0.8451556920600148, 1.7589167502929635]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[1.954969089118391, 0.8882653552322766, 2.2837985890347725]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.8621693277930027, 0.9051631867026488, 2.083382039455031]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.633706306235836, 0.9735500995625042, 1.7818378443997038]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.86461938395236, 1.1927693879289007, 1.7505063413624407]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.853248925659374, 0.788135647168661, 2.3102172359965896]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.84825743195199, 1.0130215840428827, 2.2298317482601284]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[1.6510518121025486, 0.8627439947651667, 1.9721427154527134]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 21/16,UMcMc -> 1,UMcP -> 5/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.8695165798568474, 1.183036643112097, 2.110886973443802]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.636931604410454, 0.8545625915935552, 2.3444218515250483]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.2669120820529125, 0.8451556920600148, 1.7589167502929635]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[1.954969089118391, 0.8882653552322766, 2.2837985890347725]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.8621693277930027, 0.9051631867026488, 2.083382039455031]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.633706306235836, 0.9735500995625042, 1.7818378443997038]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.86461938395236, 1.1927693879289007, 1.7505063413624407]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.853248925659374, 0.788135647168661, 2.3102172359965896]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.84825743195199, 1.0130215840428827, 2.2298317482601284]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[1.6510518121025486, 0.8627439947651667, 1.9721427154527134]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.8695165798568474, 1.183036643112097, 2.110886973443802]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.636931604410454, 0.8545625915935552, 2.3444218515250483]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.2669120820529125, 0.8451556920600148, 1.7589167502929635]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[1.954969089118391, 0.8882653552322766, 2.2837985890347725]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.8621693277930027, 0.9051631867026488, 2.083382039455031]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.633706306235836, 0.9735500995625042, 1.7818378443997038]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.86461938395236, 1.1927693879289007, 1.7505063413624407]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.853248925659374, 0.788135647168661, 2.3102172359965896]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.84825743195199, 1.0130215840428827, 2.2298317482601284]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[1.6510518121025486, 0.8627439947651667, 1.9721427154527134]",Large
LMcMc -> 1/2,LMcP -> 11/4,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 3/2,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.8695165798568474, 1.183036643112097, 2.110886973443802]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.636931604410454, 0.8545625915935552, 2.3444218515250483]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.2669120820529125, 0.8451556920600148, 1.7589167502929635]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[1.954969089118391, 0.8882653552322766, 2.2837985890347725]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.8621693277930027, 0.9051631867026488, 2.083382039455031]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.633706306235836, 0.9735500995625042, 1.7818378443997038]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.86461938395236, 1.1927693879289007, 1.7505063413624407]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.853248925659374, 0.788135647168661, 2.3102172359965896]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.84825743195199, 1.0130215840428827, 2.2298317482601284]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[1.6510518121025486, 0.8627439947651667, 1.9721427154527134]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 5/4,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 11/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 7/2,Bottom,"[2.8695165798568474, 1.183036643112097, 2.110886973443802]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.636931604410454, 0.8545625915935552, 2.3444218515250483]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.2669120820529125, 0.8451556920600148, 1.7589167502929635]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[1.954969089118391, 0.8882653552322766, 2.2837985890347725]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.8621693277930027, 0.9051631867026488, 2.083382039455031]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.633706306235836, 0.9735500995625042, 1.7818378443997038]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.86461938395236, 1.1927693879289007, 1.7505063413624407]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.853248925659374, 0.788135647168661, 2.3102172359965896]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.84825743195199, 1.0130215840428827, 2.2298317482601284]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[1.6510518121025486, 0.8627439947651667, 1.9721427154527134]",Large
LMcMc -> 1,LMcP -> 19/4,LMcPT -> 1,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/2,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 7,UMcPT -> 2,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Bottom,"[2.8695165798568474, 1.183036643112097, 2.110886973443802]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 105/128,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.636931604410454, 0.8545625915935552, 2.3444218515250483]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 105/128,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.2669120820529125, 0.8451556920600148, 1.7589167502929635]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 105/128,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[1.954969089118391, 0.8882653552322766, 2.2837985890347725]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 105/128,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.8621693277930027, 0.9051631867026488, 2.083382039455031]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 105/128,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.633706306235836, 0.9735500995625042, 1.7818378443997038]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 105/128,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.86461938395236, 1.1927693879289007, 1.7505063413624407]",Large
LMcMc -> 1,LMcP -> 11/4,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 1,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 3/2,thetaPMn -> 105/128,UMcMc -> 2,UMcP -> 4,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Bottom,"[2.853248925659374, 0.788135647168661, 2.3102172359965896]",Large
