LMcMc,LMcP,LMcPT,LMnMc,LMnP,LPMn,thetaMcMc,thetaMcP,thetaMcPT,thetaPMn,UMcMc,UMcP,UMcPT,UMnMc,UMnP,UPMn,16,Node,ICs,Orbit
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 21/16,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 2,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.826022106475796, 1.6132317860619505, 4.027217433609504]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.515908805880605, 1.1653126249003025, 4.611054628812621]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.0225494427372173, 1.152485034627293, 3.1472918757324084]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[2.606625452157855, 1.2112709389531044, 4.459496472586931]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.8162257703906706, 1.234313436412703, 3.958455098637578]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.511608408314448, 1.327568317585233, 3.2045946109992594]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.81949251193648, 1.6265037108121372, 3.1262658534061014]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.8043319008791654, 1.074730427957265, 4.525543089991474]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.797676575935987, 1.3813930691493854, 4.324579370650321]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[2.2014024161367316, 1.176469083770682, 3.6803567886317836]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 23/8,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.826022106475796, 1.6132317860619505, 4.027217433609504]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.515908805880605, 1.1653126249003025, 4.611054628812621]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.0225494427372173, 1.152485034627293, 3.1472918757324084]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[2.606625452157855, 1.2112709389531044, 4.459496472586931]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.8162257703906706, 1.234313436412703, 3.958455098637578]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.511608408314448, 1.327568317585233, 3.2045946109992594]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.81949251193648, 1.6265037108121372, 3.1262658534061014]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.8043319008791654, 1.074730427957265, 4.525543089991474]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.797676575935987, 1.3813930691493854, 4.324579370650321]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[2.2014024161367316, 1.176469083770682, 3.6803567886317836]",Large
LMcMc -> 1,LMcP -> 5/2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 217/256,UMcMc -> 2,UMcP -> 7/2,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.826022106475796, 1.6132317860619505, 4.027217433609504]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.515908805880605, 1.1653126249003025, 4.611054628812621]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.0225494427372173, 1.152485034627293, 3.1472918757324084]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[2.606625452157855, 1.2112709389531044, 4.459496472586931]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.8162257703906706, 1.234313436412703, 3.958455098637578]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.511608408314448, 1.327568317585233, 3.2045946109992594]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.81949251193648, 1.6265037108121372, 3.1262658534061014]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.8043319008791654, 1.074730427957265, 4.525543089991474]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.797676575935987, 1.3813930691493854, 4.324579370650321]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[2.2014024161367316, 1.176469083770682, 3.6803567886317836]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 23/8,thetaPMn -> 217/256,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 1,UMnP -> 15/16,UPMn -> 7/2,Middle front,"[3.826022106475796, 1.6132317860619505, 4.027217433609504]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.515908805880605, 1.1653126249003025, 4.611054628812621]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.0225494427372173, 1.152485034627293, 3.1472918757324084]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[2.606625452157855, 1.2112709389531044, 4.459496472586931]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.8162257703906706, 1.234313436412703, 3.958455098637578]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.511608408314448, 1.327568317585233, 3.2045946109992594]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.81949251193648, 1.6265037108121372, 3.1262658534061014]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.8043319008791654, 1.074730427957265, 4.525543089991474]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.797676575935987, 1.3813930691493854, 4.324579370650321]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[2.2014024161367316, 1.176469083770682, 3.6803567886317836]",Large
LMcMc -> 1,LMcP -> 3,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 11/4,thetaPMn -> 77/128,UMcMc -> 2,UMcP -> 9/2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.826022106475796, 1.6132317860619505, 4.027217433609504]",Large
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.515908805880605, 1.1653126249003025, 4.611054628812621]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.0225494427372173, 1.152485034627293, 3.1472918757324084]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[2.606625452157855, 1.2112709389531044, 4.459496472586931]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.8162257703906706, 1.234313436412703, 3.958455098637578]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.511608408314448, 1.327568317585233, 3.2045946109992594]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.81949251193648, 1.6265037108121372, 3.1262658534061014]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.8043319008791654, 1.074730427957265, 4.525543089991474]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.797676575935987, 1.3813930691493854, 4.324579370650321]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[2.2014024161367316, 1.176469083770682, 3.6803567886317836]",Small
LMcMc -> 1/2,LMcP -> 5/2,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 2,thetaMcP -> 3/4,thetaMcPT -> 7/4,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 7/2,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 2,Middle front,"[3.826022106475796, 1.6132317860619505, 4.027217433609504]",Small
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 23/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.515908805880605, 1.1653126249003025, 4.611054628812621]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 23/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.0225494427372173, 1.152485034627293, 3.1472918757324084]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 23/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[2.606625452157855, 1.2112709389531044, 4.459496472586931]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 23/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.8162257703906706, 1.234313436412703, 3.958455098637578]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 23/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.511608408314448, 1.327568317585233, 3.2045946109992594]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 23/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.81949251193648, 1.6265037108121372, 3.1262658534061014]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 23/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.8043319008791654, 1.074730427957265, 4.525543089991474]",Large
LMcMc -> 1/2,LMcP -> 2,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 3,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 23/8,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 15/4,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle front,"[3.797676575935987, 1.3813930691493854, 4.324579370650321]",Large
